6.334244140625000000e+03,2.012461280822753906e+02
6.309720703125000000e+03,2.012353324890136719e+02
6.283672363281250000e+03,2.012243461608886719e+02
6.240841308593750000e+03,2.012135124206542969e+02
6.197332031250000000e+03,2.012029838562011719e+02
6.170535156250000000e+03,2.011927604675292969e+02
6.143706054687500000e+03,2.011830902099609375e+02
6.083538085937500000e+03,2.011737823486328125e+02
6.073637207031250000e+03,2.011647796630859375e+02
6.046781738281250000e+03,2.011562156677246094e+02
6.036751464843750000e+03,2.011479949951171875e+02
5.992962890625000000e+03,2.011400985717773438e+02
5.949598144531250000e+03,2.011324691772460938e+02
5.939587402343750000e+03,2.011249732971191406e+02
5.929864746093750000e+03,2.011176109313964844e+02
5.869416015625000000e+03,2.011103630065917969e+02
5.859961914062500000e+03,2.011030960083007812e+02
5.816757324218750000e+03,2.010957527160644531e+02
5.756476562500000000e+03,2.010882759094238281e+02
5.730057128906250000e+03,2.010806846618652344e+02
5.720672363281250000e+03,2.010729789733886719e+02
5.677890625000000000e+03,2.010651206970214844e+02
5.634538085937500000e+03,2.010571479797363281e+02
5.625062011718750000e+03,2.010490036010742188e+02
5.616023437500000000e+03,2.010406875610351562e+02
5.572676269531250000e+03,2.010321807861328125e+02
5.530011230468750000e+03,2.010235404968261719e+02
5.521039062500000000e+03,2.010146903991699219e+02
5.478207519531250000e+03,2.010056304931640625e+02
5.469007812500000000e+03,2.009963607788085938e+02
5.443407714843750000e+03,2.009868621826171875e+02
5.434738281250000000e+03,2.009771537780761719e+02
5.392167968750000000e+03,2.009671592712402344e+02
5.315943847656250000e+03,2.009569358825683594e+02
5.307262695312500000e+03,2.009464836120605469e+02
5.265052246093750000e+03,2.009358596801757812e+02
5.239883789062500000e+03,2.009250640869140625e+02
5.197875976562500000e+03,2.009142112731933594e+02
5.172487792968750000e+03,2.009033393859863281e+02
5.147322265625000000e+03,2.008925437927246094e+02
5.139044921875000000e+03,2.008818626403808594e+02
5.130575683593750000e+03,2.008713531494140625e+02
5.105522949218750000e+03,2.008610534667968750e+02
5.080708984375000000e+03,2.008510398864746094e+02
5.072770019531250000e+03,2.008412742614746094e+02
5.047506347656250000e+03,2.008318710327148438e+02
5.006214843750000000e+03,2.008228111267089844e+02
4.998357910156250000e+03,2.008141708374023438e+02
4.973849121093750000e+03,2.008060264587402344e+02
4.949398925781250000e+03,2.007984542846679688e+02
4.941618164062500000e+03,2.007914543151855469e+02
4.917266113281250000e+03,2.007851409912109375e+02
4.876274902343750000e+03,2.007794761657714844e+02
4.835059570312500000e+03,2.007745361328125000e+02
4.794000976562500000e+03,2.007702636718750000e+02
4.769942871093750000e+03,2.007666397094726562e+02
4.728927734375000000e+03,2.007636260986328125e+02
4.704951660156250000e+03,2.007611656188964844e+02
4.697821777343750000e+03,2.007592201232910156e+02
4.673988281250000000e+03,2.007577514648437500e+02
4.599619140625000000e+03,2.007567405700683594e+02
4.558560546875000000e+03,2.007561683654785156e+02
4.484555175781250000e+03,2.007560539245605469e+02
4.443715820312500000e+03,2.007563781738281250e+02
4.436843261718750000e+03,2.007570838928222656e+02
4.429926269531250000e+03,2.007572174072265625e+02
4.429300292968750000e+03,2.007573127746582031e+02
4.428666992187500000e+03,2.007573509216308594e+02
4.427996093750000000e+03,2.007573890686035156e+02
4.427357421875000000e+03,2.007573890686035156e+02
4.426727539062500000e+03,2.007573509216308594e+02
4.426111328125000000e+03,2.007572937011718750e+02
4.408629882812500000e+03,2.007571983337402344e+02
4.407914550781250000e+03,2.007571220397949219e+02
4.407251953125000000e+03,2.007570075988769531e+02
4.406589355468750000e+03,2.007568931579589844e+02
4.405971191406250000e+03,2.007569694519042969e+02
4.405922363281250000e+03,2.007570457458496094e+02
4.405865234375000000e+03,2.007571411132812500e+02
4.405814453125000000e+03,2.007572174072265625e+02
4.405756835937500000e+03,2.007573127746582031e+02
4.405707519531250000e+03,2.007573890686035156e+02
4.405649414062500000e+03,2.007574653625488281e+02
4.405590820312500000e+03,2.007575607299804688e+02
4.405538085937500000e+03,2.007576370239257812e+02
4.405490722656250000e+03,2.007577133178710938e+02
4.405440917968750000e+03,2.007577896118164062e+02
4.405384765625000000e+03,2.007577896118164062e+02
4.405382812500000000e+03,2.007577896118164062e+02
4.405381347656250000e+03,2.007577705383300781e+02
4.405380859375000000e+03,2.007577705383300781e+02
4.405379882812500000e+03,2.007577705383300781e+02
4.405378417968750000e+03,2.007577514648437500e+02
4.405378417968750000e+03,2.007577514648437500e+02
4.405376953125000000e+03,2.007577514648437500e+02
4.405374023437500000e+03,2.007577323913574219e+02
4.405372558593750000e+03,2.007577323913574219e+02
4.405370605468750000e+03,2.007577323913574219e+02
4.405370117187500000e+03,2.007577323913574219e+02
4.405368164062500000e+03,2.007577323913574219e+02
