5.174045410156250000e+03,1.350183725357055664e+01
2.595166015625000000e+03,7.501592040061950684e+00
1.128716918945312500e+03,4.636704921722412109e+00
5.258549804687500000e+02,2.996226251125335693e+00
3.630490112304687500e+02,2.306451350450515747e+00
2.729886474609375000e+02,2.234080135822296143e+00
2.270067291259765625e+02,2.447832673788070679e+00
2.058730163574218750e+02,2.729001939296722412e+00
1.972875671386718750e+02,2.973536849021911621e+00
1.942945861816406250e+02,3.154327869415283203e+00
1.934886322021484375e+02,3.277443945407867432e+00
1.934113769531250000e+02,3.357096612453460693e+00
1.935155639648437500e+02,3.406231403350830078e+00
1.936294403076171875e+02,3.434793651103973389e+00
1.937165222167968750e+02,3.450175821781158447e+00
1.937803497314453125e+02,3.457733094692230225e+00
1.938292694091796875e+02,3.461078405380249023e+00
1.932019348144531250e+02,3.461084365844726562e+00
1.931962280273437500e+02,3.461147248744964600e+00
1.931974334716796875e+02,3.461252152919769287e+00
1.932026672363281250e+02,3.461382985115051270e+00
1.932103881835937500e+02,3.461526334285736084e+00
1.932194213867187500e+02,3.461671769618988037e+00
1.932293090820312500e+02,3.461810648441314697e+00
1.932391815185546875e+02,3.461937010288238525e+00
1.932487640380859375e+02,3.462045788764953613e+00
1.932581176757812500e+02,3.462134301662445068e+00
1.932666778564453125e+02,3.462202548980712891e+00
1.930980834960937500e+02,3.462207913398742676e+00
1.930992279052734375e+02,3.462213873863220215e+00
1.931004943847656250e+02,3.462220132350921631e+00
1.931017150878906250e+02,3.462227284908294678e+00
1.931030120849609375e+02,3.462235033512115479e+00
1.931043243408203125e+02,3.462243080139160156e+00
1.931056365966796875e+02,3.462251722812652588e+00
1.931069946289062500e+02,3.462260365486145020e+00
1.931084136962890625e+02,3.462269306182861328e+00
1.931098327636718750e+02,3.462277650833129883e+00
1.931109924316406250e+02,3.462285697460174561e+00
1.930914306640625000e+02,3.462286591529846191e+00
1.930915527343750000e+02,3.462287485599517822e+00
1.930916595458984375e+02,3.462288379669189453e+00
1.930917816162109375e+02,3.462289869785308838e+00
1.930919799804687500e+02,3.462291061878204346e+00
1.930921783447265625e+02,3.462292850017547607e+00
1.930923004150390625e+02,3.462294638156890869e+00
1.930924072265625000e+02,3.462296128273010254e+00
1.930926208496093750e+02,3.462297916412353516e+00
1.930927734375000000e+02,3.462300300598144531e+00
1.930929870605468750e+02,3.462302386760711670e+00
1.930909576416015625e+02,3.462302386760711670e+00
1.930909729003906250e+02,3.462302684783935547e+00
1.930910034179687500e+02,3.462303280830383301e+00
1.930910339355468750e+02,3.462303578853607178e+00
1.930910644531250000e+02,3.462303876876831055e+00
1.930910339355468750e+02,3.462304472923278809e+00
1.930910644531250000e+02,3.462305068969726562e+00
1.930910491943359375e+02,3.462305665016174316e+00
1.930910339355468750e+02,3.462305963039398193e+00
1.930910644531250000e+02,3.462307155132293701e+00
1.930910644531250000e+02,3.462307453155517578e+00
1.930908966064453125e+02,3.462307751178741455e+00
1.930908966064453125e+02,3.462308049201965332e+00
1.930908966064453125e+02,3.462308049201965332e+00
1.930908966064453125e+02,3.462308049201965332e+00
1.930908966064453125e+02,3.462308347225189209e+00
1.930908813476562500e+02,3.462308347225189209e+00
1.930908813476562500e+02,3.462308347225189209e+00
1.930908966064453125e+02,3.462308943271636963e+00
1.930908966064453125e+02,3.462308943271636963e+00
1.930908966064453125e+02,3.462309539318084717e+00
1.930908966064453125e+02,3.462309539318084717e+00
1.930908966064453125e+02,3.462310135364532471e+00
1.930908966064453125e+02,3.462310731410980225e+00
1.930908966064453125e+02,3.462311029434204102e+00
1.930908966064453125e+02,3.462311923503875732e+00
1.930908966064453125e+02,3.462312221527099609e+00
1.930909118652343750e+02,3.462312817573547363e+00
1.930909118652343750e+02,3.462313115596771240e+00
1.930909118652343750e+02,3.462314009666442871e+00
1.930909118652343750e+02,3.462314605712890625e+00
1.930909118652343750e+02,3.462315499782562256e+00
1.930908966064453125e+02,3.462316095829010010e+00
1.930908966064453125e+02,3.462316691875457764e+00
1.930908966064453125e+02,3.462317585945129395e+00
1.930908966064453125e+02,3.462318480014801025e+00
1.930908966064453125e+02,3.462319374084472656e+00
1.930908966064453125e+02,3.462319970130920410e+00
1.930908966064453125e+02,3.462320864200592041e+00
1.930908966064453125e+02,3.462321460247039795e+00
1.930908966064453125e+02,3.462322354316711426e+00
1.930908966064453125e+02,3.462322950363159180e+00
1.930908966064453125e+02,3.462323546409606934e+00
1.930908966064453125e+02,3.462324142456054688e+00
1.930908966064453125e+02,3.462324738502502441e+00
1.930908966064453125e+02,3.462325036525726318e+00
1.930909271240234375e+02,3.462325334548950195e+00
1.930909271240234375e+02,3.462325632572174072e+00
1.930909423828125000e+02,3.462326228618621826e+00
1.930909423828125000e+02,3.462326228618621826e+00
